ADM3_EN,ADM3_PCODE,ADM3_REF,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Area_SqKm,,,,,,,,,,,,,,,,,,,,,,
TA Mkanda,MW20707,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,455.7301296,,,,,,,,,,,,,,,,,,,,,,
STA Gumba,MW20708,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,147.0341675,,,,,,,,,,,,,,,,,,,,,,
STA Pitala,MW20709,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,25.40501043,,,,,,,,,,,,,,,,,,,,,,
STA Kapunula,MW20710,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,125.2364395,,,,,,,,,,,,,,,,,,,,,,
TA Kazyozyo,MW20711,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,133.2622792,,,,,,,,,,,,,,,,,,,,,,
TA Dambe,MW20712,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,381.624377,,,,,,,,,,,,,,,,,,,,,,
TA Kapondo,MW20713,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,43.37095468,,,,,,,,,,,,,,,,,,,,,,
Mchinji Boma,MW20720,,Mchinji,MW207,Central,MW2,Malawi,MW,29.03.23,05.04.23,,10.04255825,,,,,,,,,,,,,,,,,,,,,,
TA Kachere,MW20801,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,871.0614766,,,,,,,,,,,,,,,,,,,,,,
TA Chilikumwendo,MW20802,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,234.6059903,,,,,,,,,,,,,,,,,,,,,,
TA Kaphuka,MW20803,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,617.0788236,,,,,,,,,,,,,,,,,,,,,,
TA Tambala,MW20804,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,476.9061168,,,,,,,,,,,,,,,,,,,,,,
TA Chauma,MW20805,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,69.5061866,,,,,,,,,,,,,,,,,,,,,,
TA Kasumbu,MW20806,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,584.5871051,,,,,,,,,,,,,,,,,,,,,,
TA Kachindamoto,MW20807,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,689.679668,,,,,,,,,,,,,,,,,,,,,,
TA Kamenya Gwaza,MW20808,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,191.053097,,,,,,,,,,,,,,,,,,,,,,
Dedza Boma,MW20820,,Dedza,MW208,Central,MW2,Malawi,MW,29.03.23,05.04.23,,20.04343652,,,,,,,,,,,,,,,,,,,,,,
TA Phambala,MW20901,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,360.5233679,,,,,,,,,,,,,,,,,,,,,,
STA Tsikulamowa,MW20902,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,330.5797715,,,,,,,,,,,,,,,,,,,,,,
TA Mpando,MW20903,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,418.8692043,,,,,,,,,,,,,,,,,,,,,,
TA Kwataine,MW20904,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,193.2570902,,,,,,,,,,,,,,,,,,,,,,
TA Makwangwala,MW20905,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,378.490114,,,,,,,,,,,,,,,,,,,,,,
STA Mkutumula,MW20906,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,123.7515792,,,,,,,,,,,,,,,,,,,,,,
TA Champiti,MW20907,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,86.3868382,,,,,,,,,,,,,,,,,,,,,,
TA Njolomole,MW20908,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,248.7052261,,,,,,,,,,,,,,,,,,,,,,
TA Chakhumbira,MW20909,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,109.5981971,,,,,,,,,,,,,,,,,,,,,,
TA Goodson Ganya,MW20910,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,734.6564978,,,,,,,,,,,,,,,,,,,,,,
TA Masasa,MW20911,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,256.0849419,,,,,,,,,,,,,,,,,,,,,,
Ntcheu Boma,MW20920,,Ntcheu,MW209,Central,MW2,Malawi,MW,29.03.23,05.04.23,,9.312102268,,,,,,,,,,,,,,,,,,,,,,
Area 1,MW21031,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.445707902,,,,,,,,,,,,,,,,,,,,,,
Area 2,MW21032,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.771715549,,,,,,,,,,,,,,,,,,,,,,
Area 3,MW21033,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,6.142358869,,,,,,,,,,,,,,,,,,,,,,
Area 4,MW21034,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.076351244,,,,,,,,,,,,,,,,,,,,,,
Area 5,MW21035,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.252221602,,,,,,,,,,,,,,,,,,,,,,
Area 6,MW21036,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.529537455,,,,,,,,,,,,,,,,,,,,,,
Area 7,MW21037,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.841165608,,,,,,,,,,,,,,,,,,,,,,
Area 8,MW21038,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.33448468,,,,,,,,,,,,,,,,,,,,,,
Area 9,MW21039,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.765942232,,,,,,,,,,,,,,,,,,,,,,
Area 10,MW21040,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,3.867447116,,,,,,,,,,,,,,,,,,,,,,
Area 11,MW21041,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.527226896,,,,,,,,,,,,,,,,,,,,,,
Area 12,MW21042,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.52044509,,,,,,,,,,,,,,,,,,,,,,
Area 13,MW21043,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.99197481,,,,,,,,,,,,,,,,,,,,,,
Area 14,MW21044,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.949133156,,,,,,,,,,,,,,,,,,,,,,
Area 15,MW21045,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.916922805,,,,,,,,,,,,,,,,,,,,,,
Area 16,MW21046,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.259541329,,,,,,,,,,,,,,,,,,,,,,
Area 17,MW21047,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.259013404,,,,,,,,,,,,,,,,,,,,,,
Area 18,MW21048,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.619900195,,,,,,,,,,,,,,,,,,,,,,
Area 19,MW21049,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.301297208,,,,,,,,,,,,,,,,,,,,,,
Area 20,MW21050,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.230019663,,,,,,,,,,,,,,,,,,,,,,
Area 21,MW21051,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,4.145806605,,,,,,,,,,,,,,,,,,,,,,
Area 22,MW21052,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,3.491456501,,,,,,,,,,,,,,,,,,,,,,
Area 23,MW21053,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,5.268135079,,,,,,,,,,,,,,,,,,,,,,
Area 24,MW21054,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,3.185416226,,,,,,,,,,,,,,,,,,,,,,
Area 25,MW21055,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,23.99515115,,,,,,,,,,,,,,,,,,,,,,
Area 26,MW21056,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,11.01717426,,,,,,,,,,,,,,,,,,,,,,
Area 27,MW21057,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,5.974035298,,,,,,,,,,,,,,,,,,,,,,
Area 28,MW21058,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,1.824872327,,,,,,,,,,,,,,,,,,,,,,
Area 29,MW21059,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.676568694,,,,,,,,,,,,,,,,,,,,,,
Area 30,MW21060,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.997138858,,,,,,,,,,,,,,,,,,,,,,
Area 31,MW21061,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.609290878,,,,,,,,,,,,,,,,,,,,,,
Area 32,MW21062,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.045898747,,,,,,,,,,,,,,,,,,,,,,
Area 33,MW21063,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.902397538,,,,,,,,,,,,,,,,,,,,,,
Area 34,MW21064,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.300489687,,,,,,,,,,,,,,,,,,,,,,
Area 35,MW21065,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,7.697969576,,,,,,,,,,,,,,,,,,,,,,
Area 36,MW21066,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,9.78815875,,,,,,,,,,,,,,,,,,,,,,
Area 37,MW21067,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.007947145,,,,,,,,,,,,,,,,,,,,,,
Area 38,MW21068,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,9.250779381,,,,,,,,,,,,,,,,,,,,,,
Area 39,MW21069,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,3.611249347,,,,,,,,,,,,,,,,,,,,,,
Area 40,MW21070,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.42147338,,,,,,,,,,,,,,,,,,,,,,
Area 41,MW21071,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.301792865,,,,,,,,,,,,,,,,,,,,,,
Area 42,MW21072,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.30174105,,,,,,,,,,,,,,,,,,,,,,
Area 43,MW21073,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,11.73576454,,,,,,,,,,,,,,,,,,,,,,
Area 44,MW21074,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,36.34949153,,,,,,,,,,,,,,,,,,,,,,
Area 45,MW21075,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,13.64981141,,,,,,,,,,,,,,,,,,,,,,
Area 46,MW21076,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,10.91661275,,,,,,,,,,,,,,,,,,,,,,
Area 47,MW21077,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,11.23751717,,,,,,,,,,,,,,,,,,,,,,
Area 48,MW21078,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,0.928211596,,,,,,,,,,,,,,,,,,,,,,
Area 49,MW21079,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,12.71730918,,,,,,,,,,,,,,,,,,,,,,
Area 50,MW21080,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,7.586657288,,,,,,,,,,,,,,,,,,,,,,
Area 51,MW21081,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,2.364508855,,,,,,,,,,,,,,,,,,,,,,
Area 52,MW21082,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,24.55556101,,,,,,,,,,,,,,,,,,,,,,
Area 53,MW21083,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,14.67885591,,,,,,,,,,,,,,,,,,,,,,
Area 54,MW21084,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,17.44254795,,,,,,,,,,,,,,,,,,,,,,
Area 55,MW21085,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,54.57583268,,,,,,,,,,,,,,,,,,,,,,
Area 56,MW21086,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,8.927878377,,,,,,,,,,,,,,,,,,,,,,
Area 57,MW21087,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,7.76920564,,,,,,,,,,,,,,,,,,,,,,
Area 58,MW21088,,Lilongwe City,MW210,Central,MW2,Malawi,MW,29.03.23,05.04.23,,22.70252121,,,,,,,,,,,,,,,,,,,,,,
TA Mponda,MW30101,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,715.6630852,,,,,,,,,,,,,,,,,,,,,,
TA Chimwala,MW30102,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,458.2217082,,,,,,,,,,,,,,,,,,,,,,
TA Chilipa,MW30103,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,189.3035963,,,,,,,,,,,,,,,,,,,,,,
TA Nankumba,MW30104,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,1196.184019,,,,,,,,,,,,,,,,,,,,,,
TA Jalasi,MW30105,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,401.6109433,,,,,,,,,,,,,,,,,,,,,,
TA Mbwana Nyambi,MW30106,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,784.1898667,,,,,,,,,,,,,,,,,,,,,,
TA Chowe,MW30107,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,413.2891527,,,,,,,,,,,,,,,,,,,,,,
TA Katuli,MW30108,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,335.47659,,,,,,,,,,,,,,,,,,,,,,
TA Makanjila,MW30109,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,374.0956287,,,,,,,,,,,,,,,,,,,,,,
STA Lulanga,MW30110,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,296.1979138,,,,,,,,,,,,,,,,,,,,,,
TA Namabvi,MW30111,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,127.9114092,,,,,,,,,,,,,,,,,,,,,,
Lake Malawi National Park,MW30112,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,53.27955413,,,,,,,,,,,,,,,,,,,,,,
STA Ntonda,MW30113,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,238.6205367,,,,,,,,,,,,,,,,,,,,,,
STA Chiunda,MW30114,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,178.0006553,,,,,,,,,,,,,,,,,,,,,,
Mangochi Town,MW30120,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,10.02795296,,,,,,,,,,,,,,,,,,,,,,
Monkey Bay Urban,MW30121,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,10.59887628,,,,,,,,,,,,,,,,,,,,,,
Lake Malombe,MW30199,,Mangochi,MW301,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,300.1800956,,,,,,,,,,,,,,,,,,,,,,
TA Liwonde,MW30201,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,150.8156603,,,,,,,,,,,,,,,,,,,,,,
STA Nsanama,MW30202,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,206.1309463,,,,,,,,,,,,,,,,,,,,,,
TA Sitola,MW30203,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,117.4028284,,,,,,,,,,,,,,,,,,,,,,
TA Nkula,MW30204,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,83.11830846,,,,,,,,,,,,,,,,,,,,,,
STA Nchinguza,MW30205,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,83.11830846,,,,,,,,,,,,,,,,,,,,,,
TA Kawinga,MW30206,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,228.3222615,,,,,,,,,,,,,,,,,,,,,,
TA Nkoola,MW30207,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,159.4668253,,,,,,,,,,,,,,,,,,,,,,
TA Chamba,MW30208,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,112.5922933,,,,,,,,,,,,,,,,,,,,,,
TA Mposa,MW30209,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,116.4839717,,,,,,,,,,,,,,,,,,,,,,
TA Mlomba,MW30210,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,163.1767867,,,,,,,,,,,,,,,,,,,,,,
TA Chikweo,MW30211,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,266.0670302,,,,,,,,,,,,,,,,,,,,,,
TA Ngokwe,MW30212,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,150.8701971,,,,,,,,,,,,,,,,,,,,,,
TA Chiwalo,MW30213,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,40.05951905,,,,,,,,,,,,,,,,,,,,,,
TA Kapoloma,MW30214,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,29.82000972,,,,,,,,,,,,,,,,,,,,,,
TA Nyambi,MW30215,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,239.9220279,,,,,,,,,,,,,,,,,,,,,,
STA Chesale,MW30216,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,109.6622426,,,,,,,,,,,,,,,,,,,,,,
Liwonde National Park,MW30217,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,395.2520301,,,,,,,,,,,,,,,,,,,,,,
Machinga Boma,MW30220,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,2.399153777,,,,,,,,,,,,,,,,,,,,,,
Liwonde Town,MW30221,,Machinga,MW302,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,28.26022938,,,,,,,,,,,,,,,,,,,,,,
TA Kuntumanji,MW30301,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,114.6890579,,,,,,,,,,,,,,,,,,,,,,
TA Mwambo,MW30302,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,413.0489059,,,,,,,,,,,,,,,,,,,,,,
TA Mkumbira,MW30303,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,20.32606179,,,,,,,,,,,,,,,,,,,,,,
TA Chikowi,MW30304,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,177.0793032,,,,,,,,,,,,,,,,,,,,,,
TA Mbiza,MW30305,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,213.6423295,,,,,,,,,,,,,,,,,,,,,,
TA Malemia,MW30306,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,291.8617745,,,,,,,,,,,,,,,,,,,,,,
TA Mlumbe,MW30307,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,474.9196315,,,,,,,,,,,,,,,,,,,,,,
STA Nkagula,MW30308,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,123.1723762,,,,,,,,,,,,,,,,,,,,,,
STA Ntholowa,MW30309,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,125.4594642,,,,,,,,,,,,,,,,,,,,,,
STA Ngwelero,MW30310,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,117.5510319,,,,,,,,,,,,,,,,,,,,,,
STA Nkapita,MW30311,,Zomba,MW303,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,171.9793406,,,,,,,,,,,,,,,,,,,,,,
TA Mpama,MW30401,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,116.2683853,,,,,,,,,,,,,,,,,,,,,,
TA Likoswe,MW30402,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,111.7502984,,,,,,,,,,,,,,,,,,,,,,
TA Kadewere,MW30403,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,118.1183654,,,,,,,,,,,,,,,,,,,,,,
TA Nkalo,MW30404,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,130.819452,,,,,,,,,,,,,,,,,,,,,,
TA Chitera,MW30405,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,61.36697875,,,,,,,,,,,,,,,,,,,,,,
TA Nchema,MW30406,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,44.9535401,,,,,,,,,,,,,,,,,,,,,,
STA Mpunga,MW30407,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,91.1670749,,,,,,,,,,,,,,,,,,,,,,
STA Sandareki,MW30408,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,50.25332561,,,,,,,,,,,,,,,,,,,,,,
STA Onga,MW30409,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,31.98153129,,,,,,,,,,,,,,,,,,,,,,
Chiradzulu Boma,MW30420,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,3.682131821,,,,,,,,,,,,,,,,,,,,,,
TA Kapeni,MW30501,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,213.5863443,,,,,,,,,,,,,,,,,,,,,,
TA Lundu,MW30502,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,131.5890063,,,,,,,,,,,,,,,,,,,,,,
TA Chigaru,MW30503,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,248.9565603,,,,,,,,,,,,,,,,,,,,,,
TA Kunthembwe,MW30504,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,456.8865398,,,,,,,,,,,,,,,,,,,,,,
TA Makata,MW30505,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,61.00803488,,,,,,,,,,,,,,,,,,,,,,
TA Kuntaja,MW30506,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,341.1264167,,,,,,,,,,,,,,,,,,,,,,
TA Machinjiri,MW30507,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,67.10400872,,,,,,,,,,,,,,,,,,,,,,
TA Somba,MW30508,,Blantyre,MW305,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,254.708505,,,,,,,,,,,,,,,,,,,,,,
TA Kanduku,MW30601,,Mwanza,MW306,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,392.3768215,,,,,,,,,,,,,,,,,,,,,,
TA Nthache,MW30602,,Mwanza,MW306,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,203.3788097,,,,,,,,,,,,,,,,,,,,,,
STA Govati,MW30603,,Mwanza,MW306,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,88.26459471,,,,,,,,,,,,,,,,,,,,,,
Majete Game Reserve - Mwanza,MW30604,,Mwanza,MW306,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,59.29020119,,,,,,,,,,,,,,,,,,,,,,
Mwanza Boma,MW30620,,Mwanza,MW306,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,12.43958486,,,,,,,,,,,,,,,,,,,,,,
TA Nsabwe,MW30701,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,116.944454,,,,,,,,,,,,,,,,,,,,,,
STA Thukuta,MW30702,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,61.79458446,,,,,,,,,,,,,,,,,,,,,,
STA Mbawela,MW30703,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,131.3295821,,,,,,,,,,,,,,,,,,,,,,
TA Changata,MW30704,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,121.8774095,,,,,,,,,,,,,,,,,,,,,,
TA Mphuka,MW30705,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,155.3005111,,,,,,,,,,,,,,,,,,,,,,
TA Kwethemule,MW30706,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,149.2760696,,,,,,,,,,,,,,,,,,,,,,
TA Kapichi,MW30707,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,133.8699984,,,,,,,,,,,,,,,,,,,,,,
TA Nchilamwela,MW30708,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,181.2616822,,,,,,,,,,,,,,,,,,,,,,
TA Chimaliro,MW30709,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,95.18614886,,,,,,,,,,,,,,,,,,,,,,
TA Bvumbwe,MW30710,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,207.7419164,,,,,,,,,,,,,,,,,,,,,,
TA Thomas,MW30711,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,112.2337382,,,,,,,,,,,,,,,,,,,,,,
TA Nanseta,MW30712,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,53.30031013,,,,,,,,,,,,,,,,,,,,,,
TA Ngolongoliwa,MW30713,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,77.89972932,,,,,,,,,,,,,,,,,,,,,,
STA Boyidi,MW30714,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,52.41721776,,,,,,,,,,,,,,,,,,,,,,
Thyolo Boma,MW30720,,Thyolo,MW307,Southern,MW3,Malawi,MW,29.03.23,05.04.23,,3.717881696,,,,,,,,,,,,,,,,,,,,,,
